名称,面积,朝向,户型,位置,楼层,是否有电梯,建成时间, 门锁,绿化
自如友家·嘉颐新都·4居室-05卧,16.7㎡,朝东,4室1厅,"
小区距2号线王家墩东站步行约614米
 ",7/16,有,2003年建成,智能门锁,5%
自如友家·汉江湾壹号·4居室-02卧,11㎡,朝南,4室1厅,"
小区距1号线古田一路站步行约207米
 ",20/42,有,2017年建成,智能门锁,25%
自如友家·航天花园·4居室-05卧,23.3㎡,朝北,4室1厅,"
小区距3号线云飞路站步行约399米
 ",4/7,有,2002年建成,智能门锁,40%
自如友家·顶琇国际城·4居室-01卧,14㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约345米
 ",21/47,有,2016年建成,智能门锁,25%
自如友家·顶琇国际城·4居室-01卧,14㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约345米
 ",31/47,有,2016年建成,智能门锁,25%
自如友家·统建天成美景·4居室-01卧,15.5㎡,朝南,4室1厅,"
小区距2号线武汉东站站步行约490米
 ",30/33,有,2017年建成,智能门锁,35%
自如友家·米兰映象·4居室-05卧,15㎡,朝南,4室1厅,"
小区距2号线珞雄路站步行约477米
 ",10/33,有,2012年建成,智能门锁,35%
自如友家·锦绣人家·4居室-05卧,21.1㎡,朝北,4室1厅,"
小区距2号线长港路站步行约769米
 ",4/12,有,2006年建成,智能门锁,43%
自如友家·华乐山庄·4居室-02卧,17㎡,朝西北,4室1厅,"
小区距2号线光谷广场站步行约910米
 ",4/8,无,2002年建成,智能门锁,33%
自如友家·汉口城市之光·4居室-01卧,18.6㎡,朝南,4室1厅,"
小区距2号线范湖站步行约752米
 ",8/12,有,2003年建成,智能门锁,38%
自如友家·卧龙剑桥春天·4居室-01卧,15.5㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约425米
 ",10/17,有,2004年建成,智能门锁,35%
自如友家·复地东湖国际六期·4居室-01卧,16.3㎡,朝南,4室1厅,"
小区距4号线青鱼嘴站步行约799米
 ",31/32,有,2015年建成,智能门锁,35%
自如友家·琨瑜府三期·5居室-01卧,约18㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约1092米
 ",39/57,有,2022年建成,智能门锁,30%
自如友家·光谷创新天地·4居室-01卧,14.9㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约964米
 ",9/29,有,2021年建成,智能门锁,35%
自如友家·惠东花园·4居室-02卧,15㎡,朝南,4室1厅,"
小区距3号线香港路站步行约277米
 ",6/8,有,2000年建成,智能门锁,暂无数据
自如友家·电建地产盛世江城·4居室-05卧,14.23㎡,朝南,4室1厅,"
小区距2号线长港路站步行约854米
 ",6/52,有,2016年建成,智能门锁,35%
自如友家·凤凰花园三期·4居室-02卧,27.4㎡,朝南,4室1厅,"
小区距2号线藏龙东街站步行约839米
 ",6/6,无,2007年建成,智能门锁,31%
自如友家·米兰映象·5居室-06卧,14.5㎡,朝南,5室1厅,"
小区距2号线珞雄路站步行约556米
 ",21/33,有,2012年建成,智能门锁,35%
自如友家·融科天城一期·4居室-01卧,14.5㎡,朝西南,4室1厅,"
小区距1号线三阳路站步行约425米
 ",27/33,有,2008年建成,智能门锁,40%
自如友家·中建御景星城·4居室-01卧,12㎡,朝南,4室1厅,"
小区距1号线太平洋站步行约341米
 ",8/47,有,2017年建成,智能门锁,35%
自如友家·龙湖光谷城·5居室-06卧,16.1㎡,朝南,5室1厅,"
小区距11号线光谷五路站步行约1584米
 ",2/32,有,2021年建成,智能门锁,暂无数据
自如友家·统建天成美景·5居室-06卧,14㎡,朝南,5室1厅,"
小区距2号线武汉东站站步行约271米
 ",15/33,有,2017年建成,智能门锁,35%
自如友家·统建同安家园·3居室-03卧,14.5㎡,朝南,3室1厅,"
小区距3号线后湖大道站步行约243米
 ",11/11,有,2009年建成,智能门锁,47%
自如友家·葛洲坝城市花园·4居室-01卧,13.7㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约270米
 ",29/29,有,2015年建成,智能门锁,35%
自如友家·王家湾中央生活区·4居室-05卧,13.7㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约574米
 ",18/30,有,2016年建成,智能门锁,40%
自如友家·中建东湖锦城·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约834米
 ",10/33,有,2018年建成,智能门锁,30%
自如友家·同鑫花园·4居室-05卧,21㎡,朝北,4室1厅,"
小区距3号线后湖大道站步行约311米
 ",7/11,有,2006年建成,智能门锁,35%
自如友家·水岸星城·4居室-05卧,19.77㎡,朝南,4室1厅,"
小区距8号线汪家墩站步行约1157米
 ",15/26,有,2010年建成,智能门锁,50%
自如友家·越秀国际金融汇二期·5居室-01卧,19.6㎡,朝南,5室1厅,"
小区距2号线循礼门站步行约1105米
 ",34/43,有,2017年建成,智能门锁,45%
自如友家·统建同安家园·3居室-01卧,16.1㎡,朝南,3室1厅,"
小区距3号线后湖大道站步行约408米
 ",18/18,有,2009年建成,智能门锁,47%
自如友家·中心嘉园·4居室-02卧,15㎡,朝南,4室1厅,"
小区距1号线利济北路站步行约86米
 ",8/30,有,2009年建成,智能门锁,35%
自如友家·惠西小区·3居室-01卧,19.59㎡,朝南,3室1厅,"
小区距3号线香港路站步行约384米
 ",1/7,无,1996年建成,智能门锁,31%
自如友家·沙湖明珠·5居室-06卧,17.6㎡,朝南,5室1厅,"
小区距7号线新河街站步行约861米
 ",10/33,有,2018年建成,智能门锁,5%
自如友家·中心嘉园·4居室-05卧,15㎡,朝西,4室1厅,"
小区距1号线利济北路站步行约86米
 ",20/30,有,2009年建成,智能门锁,35%
自如友家·姚家岭新城·4居室-05卧,14.1㎡,朝南,4室1厅,"
小区距2号线螃蟹岬站步行约952米
 ",10/45,有,2018年建成,智能门锁,20%
自如友家·紫菘花园·4居室-03卧,18.2㎡,朝南,4室1厅,"
小区距2号线光谷广场站步行约1036米
 ",3/7,无,1999年建成,智能门锁,33%
自如友家·武昌城市公园·3居室-03卧,15.9㎡,朝南,3室1厅,"
小区距4号线梅苑小区站步行约1082米
 ",3/18,有,2005年建成,智能门锁,34%
自如友家·金地国际花园·4居室-05卧,15.7㎡,朝西,4室1厅,"
小区距2号线积玉桥站步行约119米
 ",9/32,有,2012年建成,智能门锁,25%
自如友家·碧桂园云玺·4居室-05卧,13.1㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约608米
 ",7/30,有,2021年建成,智能门锁,30%
自如友家·武铁佳苑·3居室-03卧,14.8㎡,朝南,3室1厅,"
小区距8号线徐东站步行约736米
 ",20/31,有,2014年建成,智能门锁,35%
自如友家·三金雄楚天地·3居室-01卧,10.2㎡,朝南,3室1厅,"
小区距2号线杨家湾站步行约39米
 ",21/30,有,2016年建成,智能门锁,31%
自如友家·东立国际·4居室-01卧,16.3㎡,朝南,4室1厅,"
小区距1号线二七路站步行约490米
 ",4/19,有,2007年建成,智能门锁,40%
自如友家·塔子湖兴隆苑·5居室-01卧,13.96㎡,朝南,5室1厅,"
小区距8号线塔子湖站步行约285米
 ",26/30,有,2013年建成,智能门锁,30%
自如友家·当代卡梅尔小镇·5居室-01卧,22.4㎡,朝南,5室1厅,"
小区距2号线佛祖岭站步行约2019米
 ",1/6,无,2013年建成,智能门锁,35%
自如友家·金沙泊岸·4居室-01卧,16.3㎡,朝南,4室1厅,"
小区距4号线东亭站步行约938米
 ",4/53,有,2018年建成,智能门锁,39%
自如友家·地铁汉阳城·3居室-01卧,12㎡,朝南,3室1厅,"
小区距4号线汉阳火车站站步行约76米
 ",28/33,有,2019年建成,智能门锁,32%
自如友家·天源城·4居室-01卧,15.53㎡,朝南,4室1厅,"
小区距4号线青鱼嘴站步行约447米
 ",8/12,有,2004年建成,智能门锁,47%
自如友家·美联奥林匹克花园四期·5居室-01卧,17.6㎡,朝南,5室1厅,"
小区距2号线金银潭站步行约996米
 ",21/33,有,2015年建成,智能门锁,39%
自如友家·新世界常青花园雁溪山·4居室-05卧,13㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约919米
 ",30/32,有,2014年建成,智能门锁,35%
自如友家·姚家岭新城·4居室-01卧,15.1㎡,朝南,4室1厅,"
小区距2号线螃蟹岬站步行约1081米
 ",38/42,有,2018年建成,智能门锁,20%
自如友家·世纪彩城·4居室-01卧,15.2㎡,朝南,4室1厅,"
小区距4号线东亭站步行约322米
 ",5/11,有,2010年建成,智能门锁,36%
自如友家·葛洲坝城市花园·4居室-01卧,13.7㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约270米
 ",2/29,有,2015年建成,智能门锁,35%
自如友家·学府鑫苑·3居室-03卧,15.57㎡,朝南,3室1厅,"
小区距2号线街道口站步行约606米
 ",12/31,有,2017年建成,智能门锁,30%
自如友家·江山如画一期·4居室-01卧,14㎡,朝南,4室1厅,"
小区距6号线武胜路站步行约709米
 ",10/28,有,2005年建成,智能门锁,20%
自如友家·凯乐花园·4居室-01卧,14㎡,朝南,4室1厅,"
小区距7号线小东门站步行约809米
 ",2/27,有,2006年建成,智能门锁,36%
自如友家·王家湾中央生活区·4居室-01卧,15.7㎡,朝南,4室1厅,"
小区距3号线王家湾站步行约533米
 ",23/29,有,2016年建成,智能门锁,40%
自如友家·磨山港湾·3居室-03卧,15㎡,朝南,3室1厅,"
小区距4号线玉龙路站步行约670米
 ",3/32,有,2017年建成,智能门锁,25%
自如友家·保利华都·3居室-01卧,13.23㎡,朝南,3室1厅,"
小区距2号线杨家湾站步行约219米
 ",27/29,有,2012年建成,智能门锁,30%
自如友家·卧龙剑桥春天·4居室-01卧,15.8㎡,朝南,4室1厅,"
小区距2号线光谷大道站步行约519米
 ",3/6,无,2004年建成,智能门锁,35%
自如友家·凯乐桂园·3居室-01卧,11.6㎡,朝南,3室1厅,"
小区距2号线虎泉站步行约378米
 ",17/30,有,2019年建成,智能门锁,40%
自如友家·洺悦府·3居室-03卧,12.8㎡,朝南,3室1厅,"
小区距1号线汉西一路站步行约714米
 ",10/40,有,2019年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",48/57,有,2022年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",24/57,有,2022年建成,智能门锁,30%
自如友家·福星惠誉福星华府峯境·4居室-01卧,12.7㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约260米
 ",3/44,有,2021年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",41/57,有,2022年建成,智能门锁,30%
自如友家·琨瑜府三期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",9/57,有,2022年建成,智能门锁,30%
自如友家·统建新干线·4居室-05卧,14.2㎡,朝南,4室1厅,"
小区距1号线堤角站步行约389米
 ",6/33,有,2015年建成,智能门锁,35%
自如友家·琨瑜府三期·4居室-01卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",28/57,有,2022年建成,智能门锁,30%
自如友家·磨山港湾·4居室-05卧,16㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约794米
 ",17/45,有,2017年建成,智能门锁,25%
自如友家·琨瑜府一期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约765米
 ",26/58,有,2019年建成,智能门锁,30%
自如友家·卧龙剑桥春天·4居室-01卧,15.8㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约425米
 ",6/17,有,2004年建成,智能门锁,35%
自如友家·保利华都·4居室-01卧,14.2㎡,朝南,4室2厅,"
小区距2号线杨家湾站步行约788米
 ",5/34,有,2012年建成,智能门锁,30%
自如友家·纽宾凯公园里·5居室-01卧,13㎡,朝南,5室1厅,"
小区距4号线十里铺站步行约224米
 ",8/47,有,2020年建成,智能门锁,18%
自如友家·江山如画五期·4居室-05卧,13㎡,朝北,4室1厅,"
小区距6号线武胜路站步行约290米
 ",6/31,有,2016年建成,智能门锁,38%
自如友家·福星惠誉国际城一期·3居室-03卧,13.9㎡,朝南,3室1厅,"
小区距8号线汪家墩站步行约784米
 ",22/32,有,2010年建成,智能门锁,30%
自如友家·保利心语二期·4居室-05卧,14.6㎡,朝南,4室1厅,"
小区距8号线马湖站步行约417米
 ",9/11,有,2007年建成,智能门锁,35%
自如友家·佳兆业广场天御·4居室-01卧,16.96㎡,朝南,4室1厅,"
小区距4号线梅苑小区站步行约1137米
 ",26/45,有,2021年建成,智能门锁,30%
自如友家·塔子湖兴隆苑·5居室-06卧,14.24㎡,朝南,5室1厅,"
小区距8号线塔子湖站步行约285米
 ",28/30,有,2013年建成,智能门锁,30%
自如友家·电建地产盛世江城·3居室-01卧,15.45㎡,朝南,3室1厅,"
小区距2号线长港路站步行约669米
 ",31/45,有,2016年建成,智能门锁,35%
自如友家·兴华尚都国际·4居室-01卧,15.2㎡,朝南,4室1厅,"
小区距3号线双墩站步行约891米
 ",17/28,有,2018年建成,智能门锁,30%
自如友家·保利心语一期·5居室-01卧,16.5㎡,朝南,5室1厅,"
小区距8号线马湖站步行约515米
 ",11/24,有,2010年建成,智能门锁,36%
自如友家·广电江湾新城·4居室-05卧,15.5㎡,朝南,4室1厅,"
小区距1号线古田三路站步行约1050米
 ",14/32,有,2011年建成,智能门锁,35%
自如友家·日月华庭·4居室-01卧,15㎡,朝南,4室1厅,"
小区距2号线范湖站步行约1044米
 ",25/31,有,2007年建成,智能门锁,35%
自如友家·凯乐桂园·3居室-01卧,11.1㎡,朝南,3室2厅,"
小区距2号线虎泉站步行约378米
 ",20/30,有,2019年建成,智能门锁,40%
自如友家·华城新都·4居室-01卧,17.1㎡,朝南,4室1厅,"
小区距2号线光谷广场站步行约1052米
 ",1/6,无,2002年建成,智能门锁,35%
自如友家·琨瑜府一期·5居室-01卧,14.87㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约1059米
 ",23/34,有,2019年建成,智能门锁,30%
自如友家·福星惠誉福星华府峯境·4居室-01卧,约13.46㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约260米
 ",37/44,有,2021年建成,普通门锁,30%
自如友家·首义名居·3居室-03卧,15.5㎡,朝东,3室1厅,"
小区距4号线首义路站步行约482米
 ",1/23,有,2007年建成,智能门锁,35%
自如友家·丽水康城·4居室-05卧,12.83㎡,朝南,4室1厅,"
小区距3号线宗关站步行约519米
 ",7/18,有,2007年建成,智能门锁,46%
自如友家·米兰映象·4居室-05卧,15.4㎡,朝南,4室1厅,"
小区距2号线珞雄路站步行约498米
 ",32/33,有,2012年建成,智能门锁,35%
自如友家·世纪彩城·5居室-01卧,15.4㎡,朝南,5室1厅,"
小区距4号线东亭站步行约381米
 ",3/11,有,2010年建成,智能门锁,36%
自如友家·绿色家园·4居室-01卧,15.4㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约754米
 ",7/13,有,2005年建成,智能门锁,30%
自如友家·学府佳园·4居室-05卧,22.6㎡,朝南,4室1厅,"
小区距2号线佳园路站步行约670米
 ",4/6,无,2001年建成,智能门锁,40%
自如友家·磨山港湾·4居室-05卧,16.8㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约794米
 ",15/45,有,2017年建成,智能门锁,25%
自如友家·三金鑫城国际聚福苑·3居室-01卧,13㎡,朝南,3室1厅,"
小区距2号线范湖站步行约648米
 ",6/18,有,2012年建成,智能门锁,32%
自如友家·百步亭金桥汇II期·4居室-05卧,19.6㎡,朝南,4室1厅,"
小区距8号线塔子湖站步行约1106米
 ",4/33,有,2016年建成,智能门锁,35%
自如友家·英特小区·4居室-01卧,19.59㎡,朝南,4室1厅,"
小区距8号线岳家嘴站步行约755米
 ",5/6,无,2001年建成,智能门锁,32%
自如友家·葛洲坝城市花园·4居室-05卧,14.6㎡,朝北,4室1厅,"
小区距1号线硚口路站步行约614米
 ",2/33,有,2015年建成,智能门锁,35%
自如友家·保利新武昌·4居室-01卧,约14.25㎡,朝南,4室1厅,"
小区距5号线张家湾站步行约513米
 ",8/44,有,2021年建成,智能门锁,33%
自如友家·万科金域时代·4居室-05卧,12.3㎡,朝西,4室1厅,"
小区距3号线菱角湖站步行约383米
 ",30/40,有,2019年建成,智能门锁,28%
自如友家·金沙泊岸·4居室-01卧,16.7㎡,朝南,4室1厅,"
小区距4号线东亭站步行约1151米
 ",33/41,有,2018年建成,智能门锁,39%
自如友家·福星华府誉境·4居室-01卧,12.2㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约721米
 ",10/54,有,2020年建成,智能门锁,30%
自如友家·金沙泊岸·3居室-01卧,13.71㎡,朝南,3室1厅,"
小区距4号线东亭站步行约821米
 ",3/28,有,2018年建成,智能门锁,39%
自如友家·华乐花园·4居室-01卧,15.45㎡,朝南,4室1厅,"
小区距2号线光谷大道站步行约492米
 ",6/12,有,2006年建成,智能门锁,38%
自如友家·越秀国际金融汇二期·5居室-06卧,17.9㎡,朝南,5室1厅,"
小区距2号线循礼门站步行约1119米
 ",37/45,有,2017年建成,智能门锁,45%
自如友家·复地东湖国际七期·5居室-02卧,约15.1㎡,朝南,5室1厅,"
小区距8号线中南医院站步行约535米
 ",6/32,有,2017年建成,智能门锁,35%
自如友家·保利心语二期·5居室-06卧,14.8㎡,朝南,5室1厅,"
小区距8号线马湖站步行约377米
 ",4/25,有,2007年建成,智能门锁,35%
